중국 음식을 잘 만듭니다.	중국 음식을 잘 만듭니다.
음식을 만든 후에 드라마를 보고 음식을 먹습니다.	음식을 만든 후에 드라마를 보고 음식을 먹습니다.
오늘은 토요일이에요.	오늘은 토요일이에요.
친구하고 집에 있어요.	친구하고 집에 있어요.
제 고향은 웰슬리예요.	제 고향은 웰슬리예요.
오늘은 날씨가 좋아요.	오늘은 날씨가 좋아요.
보통 토요일에 친구가 집에 와요.	보통 토요일에 친구가 집에 와요.
왜냐하면 같이 공부할 수 있어요.	왜냐하면 같이 공부할 수 있기 때문이에요.
그리고 , 중국 음식을 같이 먹을 수 있어요.	그리고 같이 먹을 수 있어요.
아침에 , 밥하고 중국 반찬을 먹어요.	아침에 밥을 먹어요.
아홉 시에 동생은 초등학교에 가요.	동생이 초등학교에 가요.
왜냐하면 초등 학교 근처에 예쁜 공원이 있어요.	왜냐하면 근처에 예쁜 공원이 있어요.
저기는 조용하고 깨끗해요.	저기는 조용하고 깨끗해요.
오후에 집에 돌아가요.	오후에 집에 돌아가요.
어머니는 요리를 하세요.	어머니께서 요리를 하세요.
어머니의 요리는 맛있어요.	어머니께 요리가 맛있어요.
제 친구가 아주 좋아요.	제 친구를 아주 좋아해요.
지금 거실에서 친구와 같이 코미디 영화를 봐요.	지금 거실에서 친구와 같이 코미디 영화를 봐요.
지금은 쉬워요.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
저녁에 , 아버지는 일에 돌아가세요.	저녁에, 아버지는 일에서 돌아가세요.
그리고 , 친구하고 , 웰슬리 대학에 와요.	그리고 친구하고 웰슬리 대학에 와요.
왜냐하면 잘 수 있을 거예요.	왜냐하면 잘 수 있을 거예요.
제 취미는 노래 부르기하고 독서입니다.	제 취미는 노래 부르기와 독서입니다.
저는 수요일하고 토요일에 awaaz practice에 갑니다.	저는 수요일하고 토요일에 awaaz practice에 갑니다.
Awaaz에서 저는 친구하고 인도하고 미국 노래를 부릅니다.	Awaaz에서 저는 친구와 인도와 미국 노래를 부릅니다.
저는 음악 감상도 좋아합니다.	저는 음악 감상도 좋아합니다.
저는 날마다 음악을 듣습니다.	저는 날마다 음악을 듣습니다.
저는 책 읽기를 좋아하서 책방에 자주 가요.	저는 책 읽기를 좋아해서 책방에 자주 가요.
저는 그림 그리기도 좋아해요.	저는 그림 그리기를 좋아해요.
저는 심심할 때 자주 그림을 그립니다.	저는 심심할 때 자주 그림을 그립니다.
저는 요리도 좋아해요.	저는 요리도 좋아해요.
저는 가끔 어머니하고 인도 음식을 만듭니다.	저는 가끔 어머니와 인도 음식을 만듭니다.
삼 년 전에 가족들과 같이 외국 여행을 했습니다.	가족들과 같이 외국 여행을 했습니다.
외국은 한국입니다.	외국은 한국이 아닙니다.
제가 본 첫 번째 외국입니다.	제가 본 외국입니다.
여행을 하는 동안 택시를 타고 있었습니다.	여행을 하는 동안 택시를 타고 있었습니다.
아주 편했습니다.	아주 편했습니다.
광화문과 여러 가지를 구경을 했습니다.	구경을 했습니다.
삼박사일을 한국에서 생활을 했습니다.	삼 박 사 일 한국에서 생활을 했습니다.
남대문 시장에 갔을 때 사람이 많아서 놀랐습니다.	남대문 시장에 갔을 때 사람이 많아서 놀랐습니다.
한국 사람들이 즐겁게 말하는 것을 봐서 뭘 말하는지 알고 싶었습니다.	즐겁게 봐서 뭘 말하는지 모르겠어.
그래서 한국말을 배우고 싶었습니다.	그래서 한국말을.
안녕하세요.	안녕하세요.
이름이 철수예요.	이름이 철수예요.
저는 미국 조지아 ( Georgia ) 애틀랜타에서 ( Atlanta ) 살아요.	저는 미국 조지아 (Georgia) 애틀랜타 (Atlanta)에서 살아요.
저는 아버지 어머니 남동생이 있어요.	저는 아버지, 어머니, 남동생이 있어요.
제 부모님께서 맥도날드에 계십니다.	제 부모님이 맥도날드에 계십니다.
동생이 케네소에 있어요.	동생이 캐나다에 있어요.
조지아텍에 ( Georgia Tech ) 다녀요.	조지아텍 다녀요.
이학년이에요.	2학년이에요.
컴퓨터를 공부해요.	컴퓨터를 공부해요.
내일Z 시함이 두 개 있어요.	내일 시험이 있어요.
아침에 음식을 만들어서 공부했어요.	아침에 음식을 만들어서 공부했어요.
저는 IC219에 와서 한국어 시험을 봤어요.	저는 IC219에 올라 한국어 시험을 봤어요.
한국어 시험이 좋고 쉽겠어요.	한국어 시험이 잘 보고 싶겠어요.
이번 학기에 수업을 다섯이나 들었어요.	이번 학기에 수업을 다섯 개나 들었어요.
저는 choco-pie를 좋아해요.	저는 초코파이를 좋아해요.
오늘은 토요일이에요.	오늘은 토요일이에요.
토요일에 우리 가족들은 보통 집 근처 백화점에 가요.	토요일에 우리 가족은 보통 집 근처 백화점에 가요.
거기에서 옷을 사요.	거기에서 옷을 사요.
그런데 오늘은 날씨가 안 좋아요.	그런데 오늘은 날씨가 안 좋아요.
눈이 와요.	눈이 와요.
그리고 바람도 많이 불어요.	그리고 바람도 많이 불어요.
그래서 가족들이 모두 집에 있어요.	그래서 가족들이 모두 집에 있어요.
저는 지금 거실에서 텔레비전을 봐요.	저는 지금 거실에서.
여자 동생은 부엌에서 맛있는 간식을 준비해요.	여자 동생은 부엌에서 맛있는 간식을 준비해요.
동생은 요리를 참 좋아해요.	동생은 요리를 참 좋아해요.
아버지는 거실에 계세요.	아버지께서 거실에 계세요.
아버지는 신문을 읽으세요.	아버지께서 신문을 읽으세요.
어머니도 거실에 계세요.	어머니도 거실에 계세요.
다리미질을 하세요.	다림질을 하세요.
할아버지는 방에서 주무세요.	할아버지께서는 방에서 주무세요.
요즘 건강이 안 좋으세요.	요즘 건강이 안 좋으신가요?
할머니도 방에 계세요.	할머니께서도 방에 계세요.
책을 읽으세요.	책을 읽으세요.
할머니는 책을 아주 좋아하세요.	할머니는 책을 아주 좋아하세요.
웰슬리 대학에서 제 집까지 삼십 분 걸려요.	웰슬리 대학에서 제 집까지 삼십.
제 기숙사는 셰퍼예요.	제 기숙사는 셰어하우스예요.
운전해서 셰퍼드에서 똑바로 가세요.	운전해서 쉐퍼에서 똑바로 가세요.
그리고 왼쪽으로 돌고 다시 왼쪽으로 돌고 오른쪽으로 도세요.	그리고 왼쪽으로 돌고 다시 왼쪽으로 돌고 오른쪽으로 도세요.
웰슬리 캠퍼스에서 나가세요.	웰슬리 캠퍼스에서 나가세요.
웰슬리 센터로 똑바로 가세요.	웰슬리 센터로 똑바로 가세요.
웰슬리 대학에서 매스파이크까지 십오 분 걸려요.	웰슬리 대학에서 매스파이크까지 십오 분 걸려요.
매스파이크를 타세요.	마스파이크를 타세요.
그리고 구 마일 가고 매스파이크에서 내리세요.	그리고 구 마일 가고 매스파이크에서 내리세요.
똑바로 가고 신호등에서 다리를 타세요.	똑바로 가고 신호등에서 다리를 건너세요.
왼쪽으로 돌고 똑바로 가세요.	왼쪽으로 돌고 똑바로 가세요.
사거리를 건너세요.	네거리를 건너세요.
신호등에서 왼쪽으로 도세요.	신호등에서 왼쪽으로 도세요.
그리고 구 마일 똑바로 가세요.	그리고 그 마을로 똑바로 가세요.
밸몬트 센터에서 사거리를 건너세요.	벨몬트 센터에 네거리를 건너세요.
그리고 오른쪽으로 돌고 똑바로 가세요.	그리고 오른쪽으로 돌고 똑바로 가세요.
그 신호등 후 중국 레스토랑에서 왼쪽으로 도세요.	구 중국 레스토랑에 왼쪽으로 도세요.
똑바로 가세요.	똑바로 가세요.
길 막바지에 제 집이 있어요.	길 막바지에 제일.
저는 " 영철 " 이에요.	안녕하세요.
위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
저는 대학생이에요.	저는 대학생이에요.
" Georgia Tech에서 " 공부해요.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
사는 집이 아주 커요.	아주 커요.
제 룸메이트가 네 명 있어요.	제 룸메이트가 있어요.
어젯밤에 룸메이트하고 같이 공부했어요.	어젯밤 룸메이트하고 같이 공부했어요.
오늘Z , 한국어 시험을 봐요.	오늘, 한국어 시험을 봐요.
한국어 수업은 제미있어요.	한국어 수업은 재미있어요.
한국어 선생님이 좋아요.	한국어 선생님이 좋아요.
저녁에 한국 음식을 만들 거예요.	저녁에 한국 음식을 만들 거예요.
갈비를 사야 돼요.	갈비가 싸 돼요.
갈비가 맜있어요.	갈비가 맛있어요.
저는 먹어서 자요.	저는 먹고 자요.
내일Z , " Tyrone에 " 가서 제 족음을 봐요.	내일 가서 제 족음을 봐요.
제 친구가 " Tyrone에 " 살아요.	제 친구가 살아요.
저는 나영인데요.	저는 나영인데요.
학교는 조지아텍에 가요.	학교에 자주 가요.
플로리다에 살아요.	플로리다에 살아요.
전공이 전기공학인데요.	전공은 전기공학인데요.
저는 아버지하고 엄마하고 남동생 있어요.	저는 아버지하고 엄마하고 남동생이 있어요.
아버지는 의사가 있어요.	아빠는 의사예요.
대학교가 좋아요.	대학교가 좋아요.
너무 숙제가 많아서 좀 공부해요.	너무 숙제가 많아서 좀 공부해요.
이번에 시험이 많아요.	이번 시험이 많습니다.
어제Z 비가 오고 있었어요.	어제 비가 오고 있었어요.
비가 좋은데 어떤 공부하고 있어요.	비가 오는데 어떤 공부하고 있어요.
다음 일요일에 집에 가고 있어요.	다음 일요일 집에 가요.
집에서 쉴 거예요.	집에서 쉬세요.
부모님은 미국에 살어요.	부모님은 미국에 살아요.
부모님께서 플로리다에서 조지아까지 와요.	부모님 플로리다에서 자카르타까지 와요.
제 취미는 춤추기하고 독서하고 여행입니다.	제 취미는 춤추기와 독서와 여행입니다.
저는 소설책을 읽는 것을 좋아합니다.	저는 소설책 읽는 것을 좋아합니다.
그리고 시간하고 돈이 있을 때는 여행을 갑니다.	그리고 시간과 돈이 있을 때는 여행을 갑니다.
저는 영화 보는 것도 좋아합니다.	저는 영화 보는 것도 좋아합니다.
본 영화 중에서 Inception이 제일 좋았습니다.	본 영화 중에서 Inception이 제일 좋았습니다.
그리고 인도 영화 중에서 Jodha Akbar가 많이 좋습니다.	그리고 인도 영화 중에서 Jodha Akbar가 아주 좋습니다.
저는 Jodha Akbar을 4번 봤습니다.	저는 Jodha Akbar를 4번 봤습니다.
저는 여행한 곳 중에서 New Orleans가 제일 좋았습니다.	저는 여행한 곳 중에서 뉴올리언스가 제일 좋았습니다.
New Orleans에는 맛있는 음식도 있고 좋은 음악이 있습니다.	New Orleans에는 맛있는 음식도 있고 좋은 음악이 있습니다.
저는 한국에 여행하러 가고 싶습니다.	저는 한국에 여행하러 가고 싶습니다.
한국은 친구하고 가면 재미있을 것 같습니다.	한국은 친구와 가면 재미있을 것 같습니다.
안녕하세요?	안녕하세요?  
위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
인사하세요!	인사하세요!
이 분이 제 친구예요.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
이름이 유미예요.	이름이 유미예요.
유미 씨는 러시아 사람이에요.	유미 씨는 위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해줘.
상트 페테르부르크에서 살아요.	상트페테르부르크에서 살아요.
저는 유미 씨를 참 좋아해요.	저는 참 좋아해요.
유미 씨Z 전공이 경제학이에요.	전공이 경제학이에요.
국제 경제가 재미있어요.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해줘.
이번 학기에 유미 씨는 사학년이에요.	이번 학기에 4학년이에요.
지금 독일에서 살아요.	지금 독일에서 살고 있어요.
Schiller 대학교에서 경제학 , 경영학 그리고 독일어를 배워요.	Schiller 대학교에서 경제학, 경영학 그리고 독일어를 배워요.
아주 어려워요!	아주 어려워요!
유미 씨는 질문이 있어요.	유미 씨는 질문이 있어요.
독일 학생하고 연습 문제를 자주 해요.	독일 학생과 연습 문제를 자주 해요.
그리고 이 대학교에 러시아 학생도 많아요.	그리고 러시아 학생들도 많아요.
Zhenya 씨 부모님은 러시아에서 살아요.	부모님은 러시아에서 살고 계세요.
부모님은 상트 페테르부르크를 참 좋아해요.	부모님은 상트페테르부르크를 참 좋아해요.
유미 씨도 언니가 하나 있어요.	유미 씨도 언니가 한 명 있어요.
이름이 영희예요.	이름이 영희예요.
모스크바에서 살아요.	모스크바에 살아요.
영희 씨Z 전공이 법학이에요.	영희 씨 전공이 법학이에요.
매일 법책을 읽어요.	매일 법책을 읽어요.
Olga 씨하고 유미 씨는 사이가 좋아요!	사이가 좋아요!
유미 씨는 아주 예뻐요!	유미 씨는 아주 예뻐요!
운동을 참 좋아해요.	운동을 참 좋아해요.
유미 씨는 수영장하고 테니스 코트에 자주 가요.	유미 씨는 수영장과 테니스 코트에 자주 가요.
어제 유미 씨는 제 방에 전화했어요.	어제 유미 씨는 제게 전화했어요.
유미 씨는 2007년 이월에 러시아에 가요.	2007년 2월에 러시아에 가요.
지금 독일어 연습 때문에 아주 바빠요!	지금 독일어 연습 때문에 아주 바빠요!
감사합니다!	감사합니다!
위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
작년에 일본을 여행을 했어요.	작년 일본으로 여행을 갔어요.
교토의 유명한 절을 보고 싶으니까 일본에 갔어요.	교토에 유명한 절을 보고 싶으니까 일본에 갔어요.
일본은 봄에 제일 아름다울 것 같아서 사월에 갔어요.	일본은 봄에 제일 아름다울 것 같아서 4월에 갔어요.
같이 간 사람들이 많이 즐거웠어요.	같이 간 사람들이 많이 즐거워했어요.
생각한 것이나 배운 것이 많다고 했어요.	생각한 것이나 배운 것이 많다고 했어요.
사실 교토에서 다녀온 곳하고 본 것이 많이 있어요.	사실 교외에 다녀온 곳하고 본 것이 많이 있어요.
사진을 찍고 책을 샀어요.	사진을 찍고 책을 샀어요.
그 여행이 너무 즐거웠지만 교통편이 조금 밀려요.	그 여행이 너무 즐거웠지만 교통편이 조금 밀렸어요.
그러지만 일본을 좋게 기억해요.	그렇지만 일본이 좋게 기억해요.
시간이 있으면 다시 가고 싶어요.	시간이 있으면 다시 가고 싶어요.
저는 취미가 많이 있습니다.	저는 취미가 많습니다.
자주 하는 취미가 음악 듣기입니다.	자주 하는 취미는 음악 듣기입니다.
매일 방에서 공부하고 숙제를 할 때 합니다.	매일 방에서 공부하고 숙제를 할 때 합니다.
영화 보기도 좋아합니다.	영화 보는 것도 좋아합니다.
액션 영화와 공상 과학 영화와 멜로 영화와 가족 영화를 좋아합니다.	액션 영화와 공상 과학 영화와 멜로 영화와 가족 영화를 좋아합니다.
시간이 있을 때 보통 혼자 합니다.	시간이 있을 때 보통 혼자 합니다.
가끔 하는 취미가 요리입니다.	가끔 하는 취미는 요리입니다.
시간이 있고 재료가 있으면 음식을 만듭니다.	시간이 있고 재료가 있으면 음식을 만듭니다.
가끔 한 취미가 노래 부르기입니다.	가끔 하는 취미가 노래 부르기입니다.
시간이 없어서 친구들과 요즘 노래를 하지 않습니다.	시간이 없어서 친구들과 요즘 노래를 하지 않아요.
이제 혼자 합니다.	이제 혼자 합니다.
저는 조지아에서 왔습니다.	저는 조지아에서 왔습니다.
그리고 제가 준호입니다.	그리고 저는 준호입니다.
제 전공은 기계 공학입니다.	제 전공은 기계공학입니다.
대학교 생활은 아주 재미있지만 너무 바빱니다.	대학교 생활은 아주 재미있지만 너무 바쁩니다.
제 친구들이 다 키가 크데 저는 너무 키가 작습니다.	제 친구들이 다 키가 큰데 저는 너무 키가 작습니다.
이젠 제 파란 셔츠를 좋아합니다.	이젠 제 파란 셔츠를 좋아해요.
내일Z 제 여자 친구하고 쇼핑할 거예요.	내일 제.
제 여자 친구 아줌마는 맛있는 한국 음식을 만드십니다.	제 아주머니는 맛있는 음식을 만듭니다.
제 친구들이 착합니다.	제 친구들이 착합니다.
제가 한국에 갈게요.	제가 한국에 갈 거예요.
저는 김치를 만들었습니다.	저는 김치를 만들었습니다.
제 부모님은 어거스타에서 사세요.	제 부모님은 오거스타에서 사세요.
제 형제는 부모님하고 살아요.	제 형제는 부모님하고 살아요.
오늘은 제가 너무 피곤합니다.	오늘은 제가 너무 피곤합니다.
한국어 수업이 재미있었어요.	한국어 수업이 재미있었어요.
안녕히 계세요.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해줘.
저는 학교 생활을 좋아해요.	저는 학교생활을 좋아해요.
매일 수업은 많아요.	매일 수업이 많아요.
월요일에 한국어 수업이 있어요.	월요일에 한국어 수업이 있어요.
여덟 시 삼십 분에 시작해요.	여덟 시에 시작해요.
그렇지만 수학 숙제를 매 왈요일까지 내요.	그렇지만 수학 숙제를 내요.
화요일에 수학 수업하고 영화 수업이 있어요.	화요일에 수학 수업하고 영화 수업이 있어요.
영화 수업을 들어요.	영화 수업을 들어요.
수학 수업은 오후 두 시 반에 시작해요.	수학 수업은 오후 두 시 반에 시작해요.
영화 수업은 오후 네 시에 시작해요.	영화 수업은 오후 네 시에 시작해요.
목요일도 수학 수업하고 영화 수업이 있어요.	목요일에도 수학 수업을 하고 영화 수업이 있어요.
금요일에 수학 수업만 있어요.	금요일에 수학 수업만 있어요.
오후 한 시에 있어요.	오후 한 시에 있어요.
보통 매일 열두 시에 점심을 먹어요.	보통 매일 열두 시에 점심을 먹어요.
학교 식당에서 먹어요.	학교 식당에서 먹어요.
저녁은 여섯 시쯤 먹어요.	저녁은 여섯 시쯤 먹어요.
집에서 먹어요.	집에서 먹어요.
이번 학기에 네 과목을 들어요.	이번 학기에 네 과목을 들어요.
한국어 수업 , 영화 수업 , 수학 수업하고 컴퓨터 수업을 들어요.	한국어 수업, 영화 수업, 수학 수업, 그리고 컴퓨터 수업을 들어요.
생활은 좀 바빠요.	생활은 좀 바빠요.
그렇지만 아주 좋아해요.	그렇지만 아주 좋아해요.
삼월 팔일입니다.	삼월 팔일입니다.
제가 살고 있는 동네입니다.	저는 살아 있는 동네입니다.
한국에 오기 전에 이 사진을 찍었습니다.	한국에 오기 전에 이 사진을 찍었습니다.
좋은 친구입니다.	좋은 친구입니다.
이름이 토니 , 나당 , 티나와 니콜입니다.	이름이 철수, 동식, 유미와 니콜이 있습니다.
우리는 미국 사람입니다.	우리는.
우리는 식당에서 일합니다.	우리는 식당에 일합니다.
토니는 날마다 행복합니다.	토니는 날마다 행복합니다.
티나는 똑똑합니다.	티나는 똑똑합니다.
니콜은 친절합니다.	니콜은 친절합니다.
저는 음악을 아주 좋습니다.	저는 음악을 아주 좋아합니다.
그러니까 제 취미는 노래 부르기와 춤 추기와 바이올린 연주하기입니다.	그러니까 제 취미는 노래 부르기와 춤추기와 바이올린 켜기입니다.
고등학교에서 choir에서 노래하고 orchestra에서 연주했습니다.	고등학교에서 합창단에서 노래하고 오케스트라에서 연주했습니다.
지금은 orchestra에서 연주하지 않지만 아직 choir에서 노래합니다.	지금 오케스트라 안에서 연주하지 않지만 아직 합창단에서 노래합니다.
그리고 수요일에 chamber singers에서 노래합니다.	그리고 수요일에 Chamber Singers에서 노래합니다.
Chamber singers가 choir보다 작습니다.	Chamber singers가 choir보다 작습니다.
아주 재미있습니다.	아주 재미있습니다.
일요일과 월요일과 목요일에 FreeStyle 춤 연습이 있습니다.	일요일, 월요일, 목요일에 FreeStyle 춤 연습이 있습니다.
시간이 있으면 영화를 보고 책을 읽습니다.	시간이 있으면 영화를 보고 책을 읽습니다.
액션 영화와 소설책을 정말 좋아합니다.	액션 영화와 소설책을 정말 좋아합니다.
다른 취미는 음악 듣기입니다.	다른 취미는 음악 듣기입니다.
보통 쉬고 있으면 음악을 듣습니다.	보통 쉬고 있으면 음악을 듣습니다.
하지만 가끔 숙제를 하고 있으면 음악을 듣습니다.	하지만 가끔 숙제를 하다가 음악을 듣습니다.
한국 생활이 재미있습니다.	재미있습니다.
위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
한국에서 바쁩니다.	한국은 바쁩니다.
한국 사람이 좋고 한국 친구가 많습니다.	한국 사람을 좋아하고 한국 친구가 많습니다.
한국말이 어렵지만 날마다 공부합니다.	한국말이 어렵지만 날마다 공부합니다.
매운 한국 음식이 맛있습니다.	매운 한국 음식이 맛있습니다.
저는 한국 영화가 재미있어요.	저는 한국 영화를 재미있게 봐요.
저는 한국에 많이 년 살고 싶습니다.	저는 한국에 여러 해 살고 싶습니다.
준호에게 , 안녕하세요?	준호에게, 안녕하세요?
잘 지냈어요.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
나는 아주 잘 지냈어요.	나는 아주.
요즘은 날씨가 따뜻해요.	요즘 날씨가 따뜻해요.
지렁의 날씨는 어때요?	지금의 날씨가 어때요?
아마 조금 춥지요.	아마 조금 춥죠.
보통은 날씨+를 싫어하지만 한국의 겨울은 호주의 겨울보다 많이 더 추웠어요.	보통은 날씨를 싫어하지만 한국의 겨울은 호주의 겨울보다 훨씬 더 추웠어요.
대학교가 재미있어요.	대학교 재미있어요.
열심히 공부하고 있어요?	열심히 공부하고 있어요.
나는 시험이기 때문에 공부를 많이 해야 해요.	나는 시험이기 때문에 공부를 많이 한다.
아주 어려워요.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
하지만 한국어를 잘하고 싶어서 공부하기가 괜찮아요.	하지만 한국어를 잘하고 싶어서 공부하기 괜찮아요.
맥도날드에서 일이 재미있어요?	맥도날드 일이 재미있어요?
다른 아르바이트를 해야겠어요.	다른 아르바이트를 해야겠어요.
요즘은 나도 아르바이트해요.	요즘 나도 아르바이트해요.
아이들에게 영어를 가르쳐요.	아이들에게 영어를 가르쳐요.
조금 재미가 없지만 돈이 많이 없어서 일해야 해요.	돈이 조금 많이 없어서 일해야 해요.
새 자동차는 어때요?	새 자동차 어때요?
사진을 찍어 보내세요.	사진을 찍어 보내세요.
호주에 돌아가면 자동차를 사고 싶지만 조금 비싸지 않아요?	호주에 돌아가면 자동차 사고 싶지만 조금 비싸지 않나요?
고등학교 친구들을 자주 만나요?	고등학교 친구들을 자주 만나요?
나는 맥주를 마실 때가 그리워요.	나는 맥주 마실 때 그리워져요.
내 친구를 만난 지 석달 됐어요.	내 친구 생긴 지 석 달 됐어요.
그럼 이만 쓸게요.	그럼 이만 쓸게요.  
위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
잘 있어요.	잘 있어요.
철수 씀.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
이 사진에는 밥 딜런이 있습니다.	이 사진은 벽에 달려 있습니다.
민속 음악가입니다.	민속 음악가입니다.
미국 음악 역사에서 밥 딜런이 아주 유명합니다.	미국 음악 역사에서 버브 대란이 아주 유력합니다.
많은 고급 노래를 짓고 많은 음악가에게 영감을 줬습니다.	많은 고급의 노래를 짓고 많은 음악가에게 영감을 주었습니다.
천 구백 사십 일 년에 태어났습니다.	사십일 년에 태어났습니다.
고향은 Duluth , MIunesota이었습니다.	고향은 Duluth, Minnesota였습니다.
